_id,registration
5ed7c1793276190a31d9b85a,V8NOP
5ed7c1793276190a31d9b85b,VA19FKT
5ed7c1793276190a31d9b85c,VA64OAG
5ed7c1793276190a31d9b85d,VE67APK
5ed7c1793276190a31d9b85e,VN53NKF
5ed7c1793276190a31d9b85f,VN63NKF
5ed7c1793276190a31d9b860,WA12OCK
5ed7c1793276190a31d9b861,WV06NKK
5ed7c1793276190a31d9b862,X18DSA
5ed7c1793276190a31d9b863,X888JSK
5ed7c1793276190a31d9b864,Y888BAD
5ed7c1793276190a31d9b865,YA15EWN
5ed7c1793276190a31d9b866,YB12JGX
5ed7c1793276190a31d9b867,YB67PZS
5ed7c1793276190a31d9b868,YB69VBL
5ed7c1793276190a31d9b869,YB88BAD
5ed7c1793276190a31d9b86a,YD54VWF
5ed7c1793276190a31d9b86b,YD64GPO
5ed7c1793276190a31d9b86c,YD68CDY
5ed7c1793276190a31d9b86d,YE12JGX
5ed7c1793276190a31d9b86e,YE67PZS
5ed7c1793276190a31d9b86f,YH69VHR
5ed7c1793276190a31d9b870,YJ15XKX
5ed7c1793276190a31d9b871,YK07UEF
5ed7c1793276190a31d9b872,YK17UEF
5ed7c1793276190a31d9b873,YK19NTH
5ed7c1793276190a31d9b874,YL18NLG
5ed7c1793276190a31d9b875,YL19NDV
5ed7c1793276190a31d9b876,YL19NLG
5ed7c1793276190a31d9b877,YL69UVP
5ed7c1793276190a31d9b878,YM18URE
5ed7c1793276190a31d9b879,YO64GP0
